,SHRIRAMFIN.NS,BAJAJHLDNG.NS,CHOLAFIN.NS,BAJAJFINSV.NS,BAJFINANCE.NS,INDUSINDBK.NS,HINDALCO.NS,COALINDIA.NS,HDFCBANK.NS,SUNPHARMA.NS,ZOMATO.NS,AXISBANK.NS,JSWSTEEL.NS,ICICIGI.NS,NAUKRI.NS,NESTLEIND.NS,RELIANCE.NS,INDIGO.NS,BHARTIARTL.NS,ICICIBANK.NS,WIPRO.NS,POWERGRID.NS,TITAN.NS,ATGL.NS,SHREECEM.NS,ADANIPORTS.NS,SBILIFE.NS,DRREDDY.NS,TATACONSUM.NS,INFY.NS,BRITANNIA.NS,ZYDUSLIFE.NS,ADANIENT.NS,HAL.NS,ADANIENSOL.NS,LODHA.NS,TCS.NS,JINDALSTEL.NS,ITC.NS,TATASTEEL.NS,HINDUNILVR.NS,HDFCLIFE.NS,BANKBARODA.NS,PFC.NS,DMART.NS,SBIN.NS,GODREJCP.NS,UNITDSPR.NS,UNIONBANK.NS,KOTAKBANK.NS,ADANIPOWER.NS,BOSCHLTD.NS,HCLTECH.NS,MARUTI.NS,AMBUJACEM.NS,NTPC.NS,LT.NS,ASIANPAINT.NS,RECLTD.NS,APOLLOHOSP.NS,PIDILITIND.NS,ICICIPRULI.NS,TORNTPHARM.NS,PNB.NS,BEL.NS,TECHM.NS,LICI.NS,CIPLA.NS,NHPC.NS,JIOFIN.NS,TATAMOTORS.NS,DABUR.NS,ONGC.NS,IRFC.NS,DIVISLAB.NS,GAIL.NS,LTIM.NS,IRCTC.NS,ADANIGREEN.NS,VEDL.NS,EICHERMOT.NS,CANBK.NS,IOC.NS,GRASIM.NS,TVSMOTOR.NS,HEROMOTOCO.NS,MOTHERSON.NS,DLF.NS,BPCL.NS,JSWENERGY.NS,BAJAJ-AUTO.NS,M&M.NS,TRENT.NS,TATAPOWER.NS,ABB.NS,SIEMENS.NS,BHEL.NS,ULTRACEMCO.NS,HAVELLS.NS,VBL.NS
SHRIRAMFIN.NS,,0.7681128782572128,0.7686505574738921,0.6467472975241044,0.36243051796179665,-0.8700792606801473,0.6443681504363162,-0.7954368049337204,0.781472033266094,0.8746643849057649,0.8520197083403517,0.7261102917471737,0.7985222738146442,0.9002592111574711,0.818952189664284,-0.763045499823085,-0.8368835686102308,0.7700809852408698,0.7782923888833696,0.7872211973486115,0.802470644797019,0.7807091750590512,-0.2998192982346884,-0.7898597107505373,0.6668149459007057,-0.777982726218381,0.7753390312264301,0.6366616460890026,-0.8179665922557616,0.7882261718777787,0.780940009637623,0.8168971464510462,-0.7929402634441557,0.8033498695098967,-0.7898299521820678,0.7665011222394078,0.6761465511307208,0.7217272158955085,0.8471629406848864,-0.7197478515208708,0.8513230096584999,0.7942444593321921,-0.45523884447504454,0.7260229520298984,-0.8002631233241398,0.56859417550466,-0.798420119910838,0.8231742835744593,-0.7678796601919535,0.449233716543687,-0.8689208353697577,0.7519373186299796,0.8491028874581986,-0.6852687447735504,-0.7606370766649554,0.7251259426758416,0.23592368704290217,-0.7196831556985948,0.8039768908056568,0.8000582233346741,0.7053149280797338,0.8814394475509301,0.8537863970144741,-0.7808261999398403,0.7140971909459349,0.8539729359994088,-0.6875050269247828,0.7989400013606387,-0.8143245288633687,-0.4580983911735226,-0.8075662246823779,-0.7826392785006812,0.7215110917403816,0.7983353323681139,0.8888867193984754,0.8674314861894707,0.8307001832913511,-0.8167628094897323,-0.7703826556201575,0.6601314643207324,0.679600033371538,-0.6697256600035338,-0.7548594857482138,0.8100691179959492,0.8976143243057245,-0.703722096396612,0.8182555744835254,-0.3548099302352229,0.6397744546142664,0.7112619228698508,0.788877195784415,0.6969531344750626,0.9138744242372125,0.5392086617505403,0.740919360883048,0.6309983887135492,0.7961372086423597,0.7882640173991087,0.7139493631889663,0.6424119394995756
BAJAJHLDNG.NS,0.7681128782572128,,0.6383791272276035,0.6015828342221854,0.5298680741742291,-0.8724166091559165,0.7810728234608303,-0.865471439105035,0.9007567011697776,0.8067781669749714,0.8469975020896845,-0.7308522083013815,0.8857584456676721,0.6551963249747245,0.9082385972556812,-0.8086920492873174,-0.9188682873394612,0.744302322406729,0.8792451040076554,0.8971697248015383,0.9101907665598579,0.773830621966982,-0.5195807044430009,-0.9153579991615383,0.26233708483488266,-0.8783557404066263,-0.5550877881287946,0.49345585544674336,-0.8412513298461025,0.8805468295324161,-0.7083379493699664,-0.8545915009330475,-0.8484345273764244,-0.7968406245342897,-0.8461850656222984,-0.4538401673632716,0.5772023804086585,-0.7098543316194325,0.7147338955722405,-0.8560647593692685,-0.6338121856710671,0.5393232506883907,-0.8194942962342191,-0.7030457131620925,-0.8924308550353712,0.6146542060804269,-0.9047235846271239,0.8751472732568828,-0.8775947276345171,0.6362055783987627,-0.9027485314810267,0.8302446112988464,0.8491705226791113,-0.4743367337004473,-0.8907461628280513,0.6566156991482927,-0.2403028210369546,-0.8213593529578478,-0.691095871415924,0.8190816413023988,0.728206421588414,0.6964573984987984,0.8655824070641498,-0.9225762726570398,0.7813067917455114,0.9323607964637913,-0.8284272995294523,0.5152369223736948,-0.919971829764135,-0.7528933814829296,-0.9131062139408127,-0.8958228183112061,-0.7803292375706725,-0.8453327917928631,0.9194102583891098,-0.7602710896473392,0.8348556793107225,-0.9250215544362655,-0.8550266857791164,0.8607379714920166,0.8262921022494627,-0.8869706405945524,-0.8570135139502709,0.8220544015366377,0.6751033129862369,-0.8130790229619125,0.7735252972636506,-0.5767045469992285,-0.6565755738206863,0.8099850585610214,0.6167397321239411,0.9028804275886855,0.8410507339127402,-0.6117392241864817,-0.7369713460840639,0.8288883369309142,-0.907662929902097,0.7983641502173421,-0.6963919552771491,0.591546444252812
CHOLAFIN.NS,0.7686505574738921,0.6383791272276035,,0.6099393699159689,0.4175208593681711,-0.5923852111988053,0.7747649145515865,0.5812476770527095,0.78234415955404,0.8063613662171107,0.8905942600079834,0.5779993129549593,0.6790413625609538,0.7426290262880489,0.9052959237966937,-0.44160618137146734,-0.5401184396800521,0.8401638646278359,0.6419326508799749,0.8079890282836527,0.5628921750929712,0.6499403671303536,-0.29439804540130937,-0.5487576201014328,0.6895021976008389,0.5436690827718901,0.6949900213606449,0.5703396962025377,-0.5033075578908378,0.8022076179164813,0.8191131878690582,0.7544766347910108,-0.47415167997771435,0.6181076006107193,-0.432543044031075,0.6284604153263464,0.6669241521516222,0.619144639116592,0.7076735786991979,0.5733998793907159,0.7978124229136984,0.8177939150498231,0.5940118602768493,0.6026200461134592,0.6275512910476095,0.4817999089776778,0.6502501793889974,0.8580985456569893,-0.5883712804542112,0.4321244033041221,-0.6262367784928171,0.6797437994996921,0.9098208732386049,-0.6340463396339708,0.6605220551770937,0.73593932197012,0.414920066447014,0.4644628832615537,0.6129613464854722,0.8787756709234555,0.7057111218162648,0.7793401660840715,0.7676477672704192,-0.597453452061086,0.617482711644738,0.831609027632743,0.5915121313675258,0.698510352839472,0.6653046718590068,0.44477509977932167,0.4988974131112367,0.7851692217858842,0.6531528377788662,0.710903403540241,0.7574324725558622,0.6237287908373139,0.8174856180155,-0.5905068631793573,-0.39563777334216543,0.6858377949038108,0.5598799877068977,0.5456449596914382,0.344194641214415,0.7910765583670017,0.8073599680622388,0.7136995010705273,0.8528601357304949,-0.21342133624158988,-0.6131487324933796,0.6288465702103925,0.8046619901271458,0.6331580450427017,0.7588044366407186,0.4677222034103412,0.5996592220556279,0.5757332396780066,0.7180464473211454,0.6873182247328913,0.81396261801024,0.38619561076282266
BAJAJFINSV.NS,0.6467472975241044,0.6015828342221854,0.6099393699159689,,0.6952447963413565,-0.6778271213621817,-0.48502832239668614,-0.6192102611506419,0.6570413879935876,0.6503698075592409,0.5290107454803865,0.6122233772365636,0.6071996988683153,0.6829840479113582,0.5787073484155596,-0.6100700404965261,-0.5915330119255435,0.5285439877595366,0.6569908465810957,0.5466666024155455,0.6134219823154523,0.6101117336754722,-0.634800222889671,-0.5372842943274279,0.6335147524163537,-0.5754330665295945,0.5890400195909307,0.7413114247530164,-0.7553817854410934,0.6362995220884092,-0.6989984115732444,0.5825174798011513,-0.6212319053245607,0.6517479776977857,-0.6374140061080849,0.7050048230210023,0.7219922097160095,0.3675774945232564,0.5846933022369987,-0.4755045405240265,0.5402532415924152,0.5587466196177976,-0.6730633319386663,0.6609817817621052,-0.6509339550546722,0.7514550870250957,-0.624460484641922,0.553480395061597,-0.583882059468,0.6398056794895126,-0.606738123340762,0.47149215472499795,0.5415409415533847,-0.7907479221524106,-0.46779650577869575,-0.5514529686676201,0.37080346494259075,-0.6824156500638878,0.6664558633250812,0.5020398987622189,0.3879269552775351,0.5218195142335691,0.6565355577384968,-0.5765261292428296,0.7235418960443469,0.5163397027016092,0.42195817687762904,0.5322502955550359,-0.5020029583001033,-0.5393414096289371,-0.5739484583158858,-0.6457910917514013,-0.5633274098881864,0.5838817646094953,0.5414873477189779,0.4447749158619383,0.5754047135084018,-0.4760714268443941,-0.6742642602641153,0.4574511799012584,0.5341747026707817,-0.5212701469737073,-0.5289685036754798,0.6251651769086221,0.6350877853388783,-0.5797682110449919,0.5342641686779355,-0.5205262235182107,-0.4683847643036588,0.5375195077425551,0.6120776797469076,0.5704926751588684,0.5535484642333772,-0.37282181359259314,0.48243831380266816,0.6246344622560592,-0.41100459958274793,0.6715641659841868,-0.4162305787214371,0.7129726015547896
BAJFINANCE.NS,0.36243051796179665,0.5298680741742291,0.4175208593681711,0.6952447963413565,,-0.7096305903426435,-0.35549771647099626,-0.5677914659050073,0.6299686208853053,0.35203635165844493,0.5366848380527174,-0.5638461656956268,0.42813712958660355,0.3340887568331849,0.5737178679095901,-0.6649428279342666,-0.5925086674951254,0.37195970267867434,0.5038951696836133,0.5753414982916006,0.6605447190564734,0.318950376090305,-0.5618451485357578,-0.53413262539812,0.5181643081698722,-0.5111339155085735,-0.29841799393994844,0.3778671398984031,-0.7105327026475468,0.462174853686081,-0.36746842899517324,-0.311803155186401,-0.7203441802985724,-0.18966465580836225,-0.7446687152951161,-0.3557424733463798,0.4851449080459065,-0.2538900623282661,0.3046443648317102,-0.6328175349639694,-0.22099040921164778,0.2985896603021863,-0.6067215466328892,-0.31470515086586687,-0.5843250749169504,0.4748520516882076,-0.4594795737192597,0.511378974494327,-0.4133539400398704,0.7409430182036894,-0.4308935951203857,0.45255378334078267,0.47061550507868144,-0.6409222822232015,-0.47732516210212056,-0.42727002726036273,-0.5741937482339664,-0.700367821594084,-0.39671680532836595,0.5176870733965508,-0.4274255137275178,0.23598470479196038,0.4268676378561095,-0.4531286483362465,0.3978494298812083,0.4917244006596862,-0.5119706476549946,-0.2446533744779763,-0.46834924770714886,-0.7049111771470643,-0.757750043340602,-0.34395919972818134,-0.5302716128321964,-0.34381823120170923,0.5098117935316178,-0.39650786137805133,0.528224188928928,-0.5655711774781178,-0.8474521603956207,0.4169621449903231,0.4604813140627121,-0.4969752491732806,-0.7676669882199983,0.34518147288287787,0.26597100025336945,-0.5144034687883554,-0.2161300925302505,-0.5287898119633696,-0.5196560765805603,-0.37619598399216314,-0.3857353505813887,0.3810498023657065,0.4261829504605817,-0.6514394273751214,-0.3419146073392208,0.3892133707445091,-0.4745937879209778,0.5767265282895234,-0.22460152373158226,0.4388351477282491
INDUSINDBK.NS,-0.8700792606801473,-0.8724166091559165,-0.5923852111988053,-0.6778271213621817,-0.7096305903426435,,0.6537248535164474,0.8234675853371312,-0.8269186560439781,-0.9331995365963545,-0.9405530880045763,0.8480183610228914,-0.7784275371607009,-0.8519691589904641,-0.9028737508117719,0.9204757777654439,0.9048908172761005,-0.6716784965234464,-0.8748358348511242,-0.8433573250264318,-0.8616788304399801,0.8234434592284496,0.5348193604389039,0.9011099844072211,-0.38914857885017273,0.8163716582227426,-0.7686803984660289,-0.5772304935340088,0.8687507429253128,-0.8626579904897035,-0.6784315057307321,0.5762360257824891,0.9226822307569649,0.8300912126973694,0.9074870150443765,0.5245481590781041,-0.6769295106991158,0.7863803156715766,-0.9159254932113005,0.8290179232924827,-0.7403202061195991,-0.8749419816460865,0.8316196395330254,0.8249989277621159,0.8052687177610472,0.7744443461484783,0.7498412472713569,-0.9274153006563766,0.8954656442870699,-0.6516471096456238,0.7568395358990435,-0.7676119057942521,-0.8458962642117268,0.5793271890444905,0.8166934629569171,-0.8416034175818189,0.6565046580572053,0.8563776179492244,0.7901774158196038,-0.8795609690552174,0.7550500935784832,-0.9274046436318242,-0.9276154443517178,0.8939367741691413,0.6365497764416742,-0.8893550058306725,0.784326696199712,-0.6959770815837623,0.7602659130724008,0.9505861838319961,0.8741909252005619,0.5568604738826846,0.6005757615837494,0.7092163399328342,-0.9082377384444881,0.790074041933155,-0.8434238235029,0.8641232706523856,0.9445088251443788,-0.6196152883042443,-0.6280479682144214,0.8315883604387889,0.9119285185289896,-0.6910157748619566,-0.8140973622059493,0.7850419391298361,0.7237390648959606,0.8078021111805967,0.7347453816724258,0.8544332799886566,-0.7365969415697753,-0.7024225499289681,-0.9251090434444191,0.8471399608826352,0.8894959465008796,0.8429171470988822,0.8225043772066887,-0.6564435269574372,0.7599991316735886,0.817442169967639
HINDALCO.NS,0.6443681504363162,0.7810728234608303,0.7747649145515865,-0.48502832239668614,-0.35549771647099626,0.6537248535164474,,0.7483046238401374,0.8078572234250975,0.8243745845400481,0.8273954597425652,0.702459942124248,0.7294202147955597,0.5791665501176178,0.844687850676154,0.665974875489163,0.7783035719717304,0.7369849796680239,0.6674288037776593,0.8051318434964685,0.6793864088196453,0.7437630632188992,-0.36542663032071027,0.6867930221934098,0.5680006302552534,0.6503448511695272,0.5696551662453239,0.5288828665205133,0.7140733034285689,0.8978558433051506,0.6966448614088497,0.629591821843521,-0.5575752810700187,0.7481706565576013,0.6693782007225574,-0.46093394091309575,0.6953221698922166,0.7909883640650597,0.5997809564995493,-0.7297798595897244,0.6264389412373645,0.6185231459852214,-0.6163470677954251,0.6665037768306207,0.7787479258211472,0.627824765994414,0.7046391275677243,0.8275451678853832,-0.7784537026282922,0.35267350481782855,-0.66672618511138,0.7414455412827851,0.8571013648948678,0.6700574758231932,0.7363862704875118,0.7430986394662952,0.43065009637069707,0.7414115709291187,0.6213727877466885,0.8480590170447199,0.7615248387947038,0.6110883127752375,0.8167114771820716,-0.7018526143376088,0.7216091946943568,0.8309725918472877,0.6583510137640449,0.5356916139227418,0.6610079686059658,0.4056365702574527,0.8095876236296494,0.6607133099186696,0.7469162796589077,0.5253614870180277,0.7012472605907697,0.7239460021260762,0.7933361086988144,-0.6686794389611326,0.649881911358723,0.815390964758568,0.4902561661253919,-0.6311637442220002,0.7112956630897047,0.7693977141932842,0.6050067170175716,0.7592046593613689,0.8106824282936373,0.34014929582098735,0.6229416795014947,0.7496845021442746,0.7537289216278344,0.6758841806718324,0.6707205979902485,0.732317623408582,0.8226496684783349,0.8200768415271912,0.6083112824205283,0.7670106657942967,0.823590264738015,0.5669225289899972
COALINDIA.NS,-0.7954368049337204,-0.865471439105035,0.5812476770527095,-0.6192102611506419,-0.5677914659050073,0.8234675853371312,0.7483046238401374,,-0.7543311125284656,-0.9222733923041385,-0.8537992245567301,0.7856912274426376,-0.7017121709330998,-0.717371508044708,-0.8258874842121774,0.7958757453074734,0.9046806191273284,-0.4088634734698039,-0.7752287723963427,-0.765810283323633,-0.794562806296516,0.7978058735480125,0.33912555790374227,0.8618715607730855,-0.667168954827804,0.9431582333483007,0.7469266965678681,0.47449772049849903,0.820233418995715,-0.8503939833282355,0.8120500301857312,0.8045320351816174,0.8055007627704279,0.5974220646916502,0.820009133971578,-0.2844462405512194,-0.6028620182382621,0.5957491291960834,0.7925968980453348,0.7521211158995453,0.7718957157039716,-0.8497231170761852,0.6802495743613659,0.6766166888734081,0.9118139565746312,0.5128788915358862,0.9050761689598543,-0.8493242758022392,0.8522382109828148,-0.45609308557842926,0.8543262422905936,0.8423328312343209,-0.9323352493685867,0.6811849539168604,0.8966278917444132,0.8926131370224333,0.5136888545399924,0.9136993253245282,0.7346049328283375,-0.9150048833788031,0.8182193175452651,0.8226935876907291,-0.8215713866136038,0.8721744101063659,0.4181261019238358,-0.8748045165588828,0.8759309037614103,0.7095148124169159,0.8841831041251809,0.6623017017421823,0.8983925058819999,0.8061746992066836,0.8573759366847148,0.7617463859946851,-0.846393244906448,0.8842176171132077,-0.8595711173567613,0.872813213640797,0.8490022042008696,0.5396746301461229,-0.3599295992350696,0.8126659713054961,0.8814593738006559,0.7207989845188546,-0.7018988738650285,0.8705015129065373,0.8091590630254915,0.6226542916945033,0.8821330269199448,0.8651562013166236,0.7910164988684946,-0.5741787740822046,-0.8418145537221025,0.7809260418666443,0.7248032368329889,0.6762599996429283,0.8696366740884628,-0.545936189568885,0.7467470145944702,0.5361990912824454
HDFCBANK.NS,0.781472033266094,0.9007567011697776,0.78234415955404,0.6570413879935876,0.6299686208853053,-0.8269186560439781,0.8078572234250975,-0.7543311125284656,,0.7418777240214628,0.8364297055431021,-0.6992912931538172,0.8117380725329387,0.7784211781561007,0.9105465328093157,-0.6927029566802677,-0.7533902415538943,0.8054402721288044,0.8384437304635501,0.9281245828393122,0.8569825564160218,0.6657864889075127,-0.46153984310203167,-0.8848068917646003,0.29962780359503166,-0.766218091169872,0.6952309197146164,0.5010814490030822,-0.5819459754363167,0.8385142506153398,0.6635227076898436,-0.7116607473839734,-0.8293429357424194,-0.799416343503593,-0.7968452645106915,-0.44090785158466955,0.6215442265599675,-0.7162002382463193,0.7914379015517657,-0.8778699871729609,0.7146916151849266,0.617616282971156,-0.7749844085493941,-0.6503887816180142,-0.6603602493452748,-0.6476391649014656,-0.7256341883349832,0.8372833469173572,-0.8309287583508884,0.6818990332587539,-0.851548378946063,0.7453843046630351,0.8287188520003289,-0.5601229796747665,-0.8010940118473516,0.7491700147150779,-0.2912018062886788,-0.6096999388961573,-0.6161462215097814,0.7927530293584101,0.7574448308049718,0.7721050059628962,0.7811304832183422,-0.8698684154347639,0.6970015056762953,0.8846558102326043,-0.7767364223083434,0.7048834241635998,-0.8405609386555967,-0.8151926578107614,-0.7648422752155343,0.62148875746726,-0.570483221366437,-0.8014351437463217,0.8848292536662659,0.6921922827485816,0.7670918179537182,-0.9086591017297064,-0.7571427970858899,0.7899167973589306,0.7272833009264251,-0.8491663941538836,-0.7522135100770307,0.7689704856662496,0.7350313487589057,-0.6618535590873346,0.7475298188082387,-0.581100618066472,-0.5378556113504128,0.7741043425110544,0.8001372065165822,0.8484123968262667,0.8102558652868144,-0.6870292652056192,-0.7716004837305993,0.6399184943142913,-0.8499623893369824,0.8225670829605641,0.7024164302638467,-0.48765826319166544
SUNPHARMA.NS,0.8746643849057649,0.8067781669749714,0.8063613662171107,0.6503698075592409,0.35203635165844493,-0.9331995365963545,0.8243745845400481,-0.9222733923041385,0.7418777240214628,,0.8933169917568519,0.8376676637472031,0.689492036000125,0.8933038420683351,0.8451330247074034,-0.8948779634787076,-0.9247385688112536,0.8030329684980739,0.8094101894806234,0.806079206739627,0.7874040694726507,0.8872933988850813,-0.4749436382996181,-0.8558845071082025,0.42104177285656696,-0.8746533739033127,-0.7139634787103019,0.682476898227918,-0.9499686104677332,0.9292804405586145,-0.849533606474257,-0.8517671730548082,-0.8342897230568141,0.8827226329400444,-0.8414926530152639,0.6173600283585896,0.8356926746713723,0.8006926932502391,0.8573728227412962,-0.7382702218611429,-0.7988960024098684,0.8096392646887641,-0.6290208884986459,0.8012588128037629,-0.9446106233702936,0.7102952239086868,-0.9168198734137468,0.8999433043911289,-0.8447265587157795,0.5108343124480487,-0.8538595008895836,0.7091725202493144,0.894476598469739,-0.6338850330551054,-0.8524727853515444,0.7511056952895453,0.25956156411666137,-0.9101186865296425,0.7957188237524316,0.9146782534798341,0.7547162898449344,0.8728352611927848,0.9285201381579818,-0.8316742346804938,0.860099023846337,0.861114024310657,-0.8064103097319782,0.7226939010006984,-0.8693285635964173,-0.6035692909326771,-0.9109247168792425,-0.9299471792948494,-0.8225786315690203,-0.7910328298868529,0.8590703644539089,-0.8012023900746754,0.9210489735784569,-0.8332800315621665,-0.9015150507265223,0.8595720179775106,0.8367456965210035,-0.76528837642801,-0.8994042885377249,0.8578232179386759,0.8658298204381055,-0.8751657464646626,0.9050514796271255,-0.5021324344195214,-0.7651121056436871,0.8150469961046082,-0.6644249133881935,0.8355217548440893,0.8976737670773497,0.6677938192939509,0.867336265012776,0.8608743569056027,-0.8242140987011903,0.8603441274762855,0.8327317263974131,0.6776613105450447
