Stock A,Stock B,Correlation,Lag,Category
BAJAJHLDNG.NS,COALINDIA.NS,-0.9418280229464311,79,Negative
BAJAJHLDNG.NS,HDFCBANK.NS,0.9007567011697776,-60,Positive
BAJAJHLDNG.NS,SUNPHARMA.NS,0.8067781669749714,12,Positive
BAJAJHLDNG.NS,ZOMATO.NS,0.8645739540987625,-99,Positive
BAJAJHLDNG.NS,AXISBANK.NS,-0.8521986369741147,99,Negative
BAJAJHLDNG.NS,JSWSTEEL.NS,0.8857584456676721,-59,Positive
BAJAJHLDNG.NS,ICICIGI.NS,0.7814528890228974,-116,Positive
BAJAJHLDNG.NS,NAUKRI.NS,0.9082385972556812,-48,Positive
BAJAJHLDNG.NS,NESTLEIND.NS,-0.894936922568895,74,Negative
BAJAJHLDNG.NS,RELIANCE.NS,-0.9227550476286854,62,Negative
BAJAJHLDNG.NS,INDIGO.NS,0.8023129564274579,-99,Positive
BAJAJHLDNG.NS,BHARTIARTL.NS,0.8792451040076554,-50,Positive
BAJAJHLDNG.NS,ICICIBANK.NS,0.8971697248015383,-42,Positive
BAJAJHLDNG.NS,WIPRO.NS,0.9101907665598579,-2,Positive
BAJAJHLDNG.NS,POWERGRID.NS,-0.8208564067802646,114,Negative
BAJAJHLDNG.NS,TITAN.NS,-0.5195807044430009,-39,Negative
BAJAJHLDNG.NS,ATGL.NS,-0.9153579991615383,28,Negative
BAJAJHLDNG.NS,SHREECEM.NS,0.7698406558143629,105,Positive
BAJAJHLDNG.NS,ADANIPORTS.NS,-0.916059028531923,89,Negative
BAJAJHLDNG.NS,SBILIFE.NS,-0.8399227243772875,85,Negative
BAJAJHLDNG.NS,DRREDDY.NS,-0.6650852648697155,92,Negative
BAJAJHLDNG.NS,TATACONSUM.NS,-0.8824242207359217,72,Negative
BAJAJHLDNG.NS,INFY.NS,0.8805468295324161,4,Positive
BAJAJHLDNG.NS,BRITANNIA.NS,-0.857335200246841,84,Negative
BAJAJHLDNG.NS,ZYDUSLIFE.NS,-0.8545915009330475,53,Negative
BAJAJHLDNG.NS,ADANIENT.NS,-0.9082765805246199,92,Negative
BAJAJHLDNG.NS,HAL.NS,-0.7968406245342897,51,Negative
BAJAJHLDNG.NS,ADANIENSOL.NS,-0.8672541828788444,89,Negative
BAJAJHLDNG.NS,LODHA.NS,-0.4538401673632716,34,No Correlation
BAJAJHLDNG.NS,TCS.NS,0.6374569714107927,-114,Positive
BAJAJHLDNG.NS,JINDALSTEL.NS,-0.7330430617363071,89,Negative
BAJAJHLDNG.NS,ITC.NS,-0.8664435729009339,92,Negative
BAJAJHLDNG.NS,TATASTEEL.NS,-0.8560647593692685,24,Negative
BAJAJHLDNG.NS,HINDUNILVR.NS,-0.8919404752581849,81,Negative
BAJAJHLDNG.NS,HDFCLIFE.NS,-0.8705663962587445,98,Negative
BAJAJHLDNG.NS,BANKBARODA.NS,-0.8194942962342191,9,Negative
BAJAJHLDNG.NS,PFC.NS,-0.7514597609657603,76,Negative
BAJAJHLDNG.NS,DMART.NS,-0.928738489973524,69,Negative
BAJAJHLDNG.NS,SBIN.NS,-0.7055582542685404,120,Negative
BAJAJHLDNG.NS,GODREJCP.NS,-0.9364939976904727,66,Negative
BAJAJHLDNG.NS,UNITDSPR.NS,0.8751472732568828,-20,Positive
BAJAJHLDNG.NS,UNIONBANK.NS,-0.8775947276345171,9,Negative
BAJAJHLDNG.NS,KOTAKBANK.NS,0.6362055783987627,0,Positive
BAJAJHLDNG.NS,ADANIPOWER.NS,-0.9027485314810267,43,Negative
BAJAJHLDNG.NS,BOSCHLTD.NS,0.8302446112988464,-49,Positive
BAJAJHLDNG.NS,HCLTECH.NS,0.8491705226791113,9,Positive
BAJAJHLDNG.NS,MARUTI.NS,0.5747891221939884,-102,Positive
BAJAJHLDNG.NS,AMBUJACEM.NS,-0.8907461628280513,38,Negative
BAJAJHLDNG.NS,NTPC.NS,-0.9317852647931749,90,Negative
BAJAJHLDNG.NS,LT.NS,-0.519909255632707,116,Negative
BAJAJHLDNG.NS,ASIANPAINT.NS,-0.9258075724431458,89,Negative
BAJAJHLDNG.NS,RECLTD.NS,-0.7866261047244731,88,Negative
BAJAJHLDNG.NS,APOLLOHOSP.NS,0.8190816413023988,-11,Positive
BAJAJHLDNG.NS,PIDILITIND.NS,-0.8241090878316977,90,Negative
BAJAJHLDNG.NS,ICICIPRULI.NS,-0.928415541112742,98,Negative
BAJAJHLDNG.NS,TORNTPHARM.NS,0.8655824070641498,-18,Positive
BAJAJHLDNG.NS,PNB.NS,-0.9225762726570398,9,Negative
BAJAJHLDNG.NS,BEL.NS,0.7813067917455114,-53,Positive
BAJAJHLDNG.NS,TECHM.NS,0.9323607964637913,-11,Positive
BAJAJHLDNG.NS,LICI.NS,-0.8636106977687463,73,Negative
BAJAJHLDNG.NS,CIPLA.NS,-0.7980433310675112,93,Negative
BAJAJHLDNG.NS,NHPC.NS,-0.919971829764135,35,Negative
BAJAJHLDNG.NS,JIOFIN.NS,-0.8272817982225813,114,Negative
BAJAJHLDNG.NS,TATAMOTORS.NS,-0.9150758278533945,62,Negative
BAJAJHLDNG.NS,DABUR.NS,-0.9185906906363239,65,Negative
BAJAJHLDNG.NS,ONGC.NS,-0.8329773005924821,77,Negative
BAJAJHLDNG.NS,IRFC.NS,-0.8453327917928631,49,Negative
BAJAJHLDNG.NS,DIVISLAB.NS,0.9194102583891098,-23,Positive
BAJAJHLDNG.NS,GAIL.NS,-0.920049880731394,88,Negative
BAJAJHLDNG.NS,LTIM.NS,0.8348556793107225,-10,Positive
BAJAJHLDNG.NS,IRCTC.NS,-0.9250215544362655,22,Negative
BAJAJHLDNG.NS,ADANIGREEN.NS,-0.9243081252168337,88,Negative
BAJAJHLDNG.NS,VEDL.NS,0.8607379714920166,-52,Positive
BAJAJHLDNG.NS,EICHERMOT.NS,0.8262921022494627,-53,Positive
BAJAJHLDNG.NS,CANBK.NS,-0.8869706405945524,10,Negative
