Date,AXISBANK.NS,BRITANNIA.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,RELIANCE.NS,TATAMOTORS.NS,TATAPOWER.NS,TITAN.NS,WIPRO.NS
2020-01-29,732.060302734375,2909.197265625,514.6002197265625,1186.3895263671875,2079.0888671875,1923.4683837890625,509.0424499511719,702.6387939453125,190.5552520751953,1635.5086669921875,6731.10986328125,1497.08544921875,85.67994689941406,659.7951049804688,186.88900756835938,57.0125732421875,1158.7669677734375,116.9747314453125
2020-01-30,727.729248046875,2906.029052734375,513.7553100585938,1176.9818115234375,2075.701904296875,1908.5382080078125,514.4557495117188,694.6310424804688,188.46168518066406,1623.345458984375,6740.8564453125,1464.44384765625,86.02055358886719,643.69970703125,185.0504150390625,56.450870513916016,1151.9775390625,114.10665893554688
2020-01-31,726.1361083984375,2896.977783203125,499.85162353515625,1177.221923828125,2092.0498046875,1886.4217529296875,508.1241760253906,690.4047241210938,189.34739685058594,1686.654052734375,6638.1650390625,1449.219970703125,85.41502380371094,629.3878784179688,175.5096893310547,54.391300201416016,1160.28125,112.25782775878906
2020-02-03,705.8744506835938,2923.543212890625,489.45562744140625,1145.0623779296875,1986.9390869140625,2020.6060791015625,498.36083984375,682.79736328125,167.1636505126953,1671.2008056640625,6732.0703125,1538.0587158203125,83.4471206665039,617.7288208007812,162.83840942382812,51.39556884765625,1158.96240234375,112.54225158691406
2020-02-04,711.898193359375,2925.7607421875,495.71014404296875,1180.581787109375,2058.768798828125,1998.953369140625,513.1024169921875,700.9927368164062,173.64564514160156,1693.184326171875,6912.87158203125,1552.64599609375,84.77169036865234,635.9642333984375,164.67698669433594,52.79981994628906,1246.2950439453125,113.89334106445312
2020-02-05,720.908935546875,2946.985595703125,503.4015197753906,1194.8372802734375,1984.514404296875,2003.311767578125,521.1256713867188,698.0567016601562,174.28981018066406,1684.66015625,6760.4921875,1545.97021484375,84.1661605834961,645.8175048828125,182.6155548095703,53.54875183105469,1250.2510986328125,114.84146118164062
2020-02-06,733.7529907226562,2943.591064453125,506.8668212890625,1190.1815185546875,2016.331787109375,1999.6947021484375,523.5422973632812,686.3118286132812,171.95468139648438,1668.95751953125,6741.96044921875,1536.544189453125,84.77169036865234,649.9639282226562,177.7458038330078,54.0168342590332,1230.176513671875,115.5051498413086
2020-02-07,744.9043579101562,2942.866943359375,513.62841796875,1192.4853515625,2043.21533203125,2002.98681640625,518.5640258789062,691.6058959960938,171.83389282226562,1648.07080078125,6694.095703125,1540.5875244140625,87.4964828491211,639.1966552734375,172.52821350097656,54.29768371582031,1245.513427734375,115.64735412597656
2020-02-10,737.8849487304688,2856.157958984375,511.2618103027344,1190.6614990234375,1994.9246826171875,2002.384033203125,516.1473388671875,687.9579467773438,169.53903198242188,1664.271728515625,6618.3857421875,1525.906005859375,85.9070053100586,640.0659790039062,167.8572235107422,53.31471252441406,1228.124755859375,114.20146942138672
2020-02-11,746.6966552734375,2837.240966796875,516.1217041015625,1190.9493408203125,2003.9140625,1996.21728515625,521.7540283203125,688.269287109375,171.18971252441406,1672.3970947265625,6753.62646484375,1509.38916015625,88.44259643554688,647.71240234375,168.7019805908203,53.970027923583984,1241.3126220703125,114.36738586425781
2020-02-12,751.9736328125,2839.1416015625,519.03759765625,1199.0133056640625,2026.15673828125,2096.0908203125,530.9855346679688,694.9425048828125,171.55206298828125,1709.734375,6762.79638671875,1537.7474365234375,88.4047622680664,655.537109375,169.8945770263672,52.425350189208984,1239.6519775390625,115.88439178466797
2020-02-13,744.555908203125,2837.69384765625,517.6431884765625,1191.7174072265625,2014.3662109375,2117.4658203125,522.9622802734375,704.9077758789062,170.62606811523438,1684.7100830078125,6726.0693359375,1548.5509033203125,87.15589141845703,657.253662109375,168.45352172851562,51.77003479003906,1268.0789794921875,115.55255126953125
2020-02-14,733.3048706054688,2802.801513671875,525.4190673828125,1170.5498046875,1970.5079345703125,2091.17626953125,527.602294921875,699.7471313476562,167.244140625,1675.8865966796875,6638.453125,1543.2906494140625,85.3014907836914,663.2503662109375,168.05601501464844,50.365779876708984,1263.5364990234375,115.14958953857422
2020-02-17,735.1966552734375,2791.44287109375,518.48828125,1168.43798828125,1963.4996337890625,2088.904296875,523.5422973632812,702.41650390625,164.9090118408203,1686.0059814453125,6631.68408203125,1565.1806640625,83.48497009277344,659.0816040039062,168.05601501464844,48.44663619995117,1285.6142578125,115.57624816894531
2020-02-18,730.4673461914062,2775.467529296875,513.0790405273438,1164.694091796875,1937.0997314453125,2072.02685546875,523.15576171875,709.71240234375,164.14402770996094,1685.9063720703125,6511.03857421875,1547.7630615234375,82.95513153076172,654.2442016601562,160.60231018066406,48.25940704345703,1280.6807861328125,115.69477844238281
2020-02-19,737.8351440429688,2789.768310546875,511.9803466796875,1178.0855712890625,1936.1968994140625,2125.580322265625,526.6356201171875,712.2037963867188,166.43890380859375,1695.975830078125,6487.5146484375,1583.7305908203125,84.80951690673828,670.4732055664062,157.07421875,48.072174072265625,1298.8505859375,117.37770080566406
