Date,AXISBANK.NS,BRITANNIA.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,RELIANCE.NS,TATAMOTORS.NS,TATAPOWER.NS,TCS.NS,TITAN.NS,WIPRO.NS
2023-01-02,938.9421997070312,4165.57861328125,957.0420532226562,1588.541748046875,2493.963134765625,2484.99560546875,880.1657104492188,1447.292724609375,310.4676208496094,1821.5521240234375,8247.0615234375,1909.1588134765625,154.96141052246094,1180.5860595703125,392.3625183105469,208.92762756347656,,2540.449951171875,190.9329376220703
2023-01-03,959.5838623046875,4116.76220703125,958.7913818359375,1598.9290771484375,2498.095458984375,2469.11474609375,879.0928955078125,1445.9156494140625,308.8352966308594,1829.3370361328125,8226.8935546875,1925.33544921875,154.5924530029297,1171.9466552734375,391.4681091308594,208.4345245361328,,2587.828369140625,192.8760223388672
2023-01-04,954.7474975585938,4110.1142578125,954.41796875,1570.3516845703125,2487.90283203125,2463.335693359375,876.8984375,1419.5623779296875,305.0109558105469,1817.2603759765625,8266.19921875,1905.09375,153.6700439453125,1154.3013916015625,383.2193603515625,205.22935485839844,,2571.9365234375,189.3055877685547
2023-01-05,946.8698120117188,4186.00830078125,961.3233642578125,1560.2567138671875,2541.025390625,2509.569580078125,857.4411010742188,1400.94873046875,311.0272521972656,1816.811279296875,8303.7861328125,1930.0885009765625,156.71395874023438,1152.239013671875,384.5113220214844,204.7362518310547,,2536.836181640625,187.9454345703125
2023-01-06,937.2470703125,4230.505859375,950.9193725585938,1555.0875244140625,2518.435791015625,2502.527587890625,848.614501953125,1375.5927734375,312.5196533203125,1783.3753662109375,8227.1875,1940.7509765625,155.88381958007812,1162.7115478515625,379.6415710449219,202.56658935546875,,2513.07275390625,185.5651397705078
2023-01-09,956.0438232421875,4235.6015625,982.822021484375,1558.1109619140625,2527.434814453125,2548.762451171875,851.7842407226562,1409.7332763671875,315.3179016113281,1808.42724609375,8221.2509765625,1960.3143310546875,157.17514038085938,1190.164794921875,387.04559326171875,203.35556030273438,,2460.149658203125,190.32569885253906
2023-01-10,949.4624633789062,4199.255859375,979.507568359375,1529.6309814453125,2490.42822265625,2567.993896484375,840.08056640625,1395.773193359375,310.9806213378906,1792.1085205078125,8138.95947265625,1954.2877197265625,154.91529846191406,1172.5654296875,410.35076904296875,203.2076416015625,,2443.86181640625,190.9329376220703
2023-01-11,947.0692138671875,4187.07568359375,971.1751098632812,1551.6737060546875,2473.623291015625,2518.845458984375,844.9083251953125,1397.1976318359375,309.48822021484375,1798.396484375,8130.4208984375,1928.361083984375,153.16275024414062,1157.7847900390625,415.61810302734375,203.01039123535156,,2413.365478515625,191.32154846191406
2023-01-12,932.9093627929688,4172.4697265625,986.689208984375,1559.9642333984375,2474.082763671875,2515.73779296875,839.3978881835938,1406.0771484375,307.6693115234375,1776.08935546875,8213.595703125,1939.5799560546875,153.07052612304688,1132.783203125,409.704833984375,202.86245727539062,,2422.47509765625,191.63731384277344
2023-01-13,931.5132446289062,4208.2333984375,992.3517456054688,1561.1834716796875,2505.488037109375,2548.713623046875,851.8818359375,1427.9669189453125,306.6432800292969,1776.8878173828125,8296.23046875,1930.9034423828125,154.77694702148438,1130.9500732421875,408.9594421386719,203.60211181640625,,2393.36474609375,191.3458251953125
2023-01-16,910.5725708007812,4182.5146484375,1006.9910888671875,1546.2119140625,2533.174072265625,2522.58544921875,843.88427734375,1448.7171630859375,307.9958190917969,1781.3792724609375,8224.2919921875,1926.1455078125,153.07052612304688,1120.179443359375,410.4501647949219,204.09521484375,,2382.126708984375,193.62896728515625
2023-01-17,915.1096801757812,4233.41748046875,1022.9656372070312,1569.22998046875,2540.75,2591.01416015625,843.7868041992188,1462.0125732421875,309.907958984375,1794.20458984375,8321.697265625,1946.6556396484375,154.6846923828125,1136.083251953125,412.7359619140625,204.83486938476562,,2384.205810546875,192.53599548339844
2023-01-18,921.391845703125,4264.134765625,1026.7406005859375,1596.9298095703125,2543.596435546875,2609.128662109375,848.0293579101562,1467.61572265625,312.1465759277344,1795.65185546875,8336.1240234375,1934.709716796875,156.29888916015625,1134.2039794921875,405.87860107421875,204.6376190185547,,2400.197021484375,195.863525390625
2023-01-19,926.0786743164062,4243.46240234375,1032.547119140625,1603.56201171875,2543.229248046875,2573.724365234375,844.7620849609375,1461.4427490234375,309.8146667480469,1763.912841796875,8343.5830078125,1920.826416015625,155.60708618164062,1132.9896240234375,398.2757873535156,202.4679718017578,,2361.53173828125,195.96067810058594
2023-01-20,927.9234008789062,4191.5888671875,1029.20263671875,1619.9964599609375,2522.0166015625,2475.62255859375,848.8583374023438,1448.7646484375,312.0999450683594,1759.521240234375,8282.8828125,1873.8770751953125,155.60708618164062,1119.5150146484375,400.6609802246094,204.34176635742188,,2347.91748046875,195.8392333984375
2023-01-23,930.0673828125,4209.931640625,1041.6517333984375,1631.8470458984375,2547.86669921875,2521.9052734375,850.175048828125,1470.0845947265625,315.0380859375,1780.3311767578125,8260.6044921875,1890.1807861328125,153.9006805419922,1113.8546142578125,405.87860107421875,204.14453125,,2341.38232421875,197.70945739746094
2023-01-24,907.630859375,4266.4150390625,1057.120361328125,1653.6947021484375,2545.38720703125,2525.8876953125,849.24853515625,1473.7884521484375,316.15740966796875,1756.876220703125,8537.0673828125,1882.7242431640625,153.16275024414062,1107.27783203125,419.543701171875,203.01039123535156,,2347.372802734375,198.49053955078125
2023-01-25,889.8311767578125,4258.748046875,1043.091796875,1607.9998779296875,2557.416748046875,2547.111083984375,834.1799926757812,1465.3363037109375,316.43719482421875,1746.4462890625,8620.78125,1877.3370361328125,153.02439880371094,1091.9698486328125,416.4627990722656,198.67108154296875,,2333.3623046875,196.02525329589844
2023-01-27,871.28369140625,4251.2265625,1036.44921875,1575.9599609375,2512.558349609375,2537.20361328125,797.020751953125,1442.686767578125,322.73333740234375,1709.8165283203125,8575.0478515625,1875.4681396484375,153.39337158203125,1071.2537841796875,442.8489074707031,199.5586700439453,,2308.262451171875,194.316650390625
2023-01-30,869.3890991210938,4276.7998046875,1054.240478515625,1574.3505859375,2481.474853515625,2494.4658203125,803.1652221679688,1461.3477783203125,321.614013671875,1722.94140625,8653.0693359375,1870.5443115234375,155.74545288085938,1081.520263671875,440.91094970703125,201.5310821533203,,2312.52001953125,196.3669891357422
