,SHRIRAMFIN.NS,BAJAJHLDNG.NS,CHOLAFIN.NS,BAJAJFINSV.NS,BAJFINANCE.NS,INDUSINDBK.NS,HINDALCO.NS,COALINDIA.NS,HDFCBANK.NS,SUNPHARMA.NS,ZOMATO.NS,AXISBANK.NS,JSWSTEEL.NS,ICICIGI.NS,NAUKRI.NS,NESTLEIND.NS,RELIANCE.NS,INDIGO.NS,BHARTIARTL.NS,ICICIBANK.NS,WIPRO.NS,POWERGRID.NS,TITAN.NS,ATGL.NS,SHREECEM.NS,ADANIPORTS.NS,SBILIFE.NS,DRREDDY.NS,TATACONSUM.NS,INFY.NS,BRITANNIA.NS,ZYDUSLIFE.NS,ADANIENT.NS,HAL.NS,ADANIENSOL.NS,LODHA.NS,TCS.NS,JINDALSTEL.NS,ITC.NS,TATASTEEL.NS,HINDUNILVR.NS,HDFCLIFE.NS,BANKBARODA.NS,PFC.NS,DMART.NS,SBIN.NS,GODREJCP.NS,UNITDSPR.NS,UNIONBANK.NS,KOTAKBANK.NS,ADANIPOWER.NS,BOSCHLTD.NS,HCLTECH.NS,MARUTI.NS,AMBUJACEM.NS,NTPC.NS,LT.NS,ASIANPAINT.NS,RECLTD.NS,APOLLOHOSP.NS,PIDILITIND.NS,ICICIPRULI.NS,TORNTPHARM.NS,PNB.NS,BEL.NS,TECHM.NS,LICI.NS,CIPLA.NS,NHPC.NS,JIOFIN.NS,TATAMOTORS.NS,DABUR.NS,ONGC.NS,IRFC.NS,DIVISLAB.NS,GAIL.NS,LTIM.NS,IRCTC.NS,ADANIGREEN.NS,VEDL.NS,EICHERMOT.NS,CANBK.NS,IOC.NS,GRASIM.NS,TVSMOTOR.NS,HEROMOTOCO.NS,MOTHERSON.NS,DLF.NS,BPCL.NS,JSWENERGY.NS,BAJAJ-AUTO.NS,M&M.NS,TRENT.NS,TATAPOWER.NS,ABB.NS,SIEMENS.NS,BHEL.NS,ULTRACEMCO.NS,HAVELLS.NS,VBL.NS
SHRIRAMFIN.NS,,0.6655856734691793,0.7686505574738921,0.6467472975241044,0.2322299377839293,-0.5271467062270171,0.6443681504363162,0.5475233010947331,0.7362505922084847,0.8746643849057649,0.8520197083403517,0.5046516467191309,0.7985222738146442,0.9002592111574711,0.7917019814541781,-0.3544744572169955,-0.4420479472791091,0.7700809852408698,0.7782923888833696,0.7789333502430648,0.5199764967678412,0.7641961810228493,-0.09982861272546177,-0.6034640194438643,-0.3124263093734634,0.5168206274347239,0.7753390312264301,0.5973113240045483,-0.31504735984162097,0.7882261718777787,0.7726813408209818,0.6477700233721694,-0.31773026207663746,0.5723043494367854,-0.307688320615534,-0.27092445010721433,0.6761465511307208,0.4108841716350197,0.8471629406848864,-0.5222351328127356,0.8513230096584999,0.7942444593321921,-0.435024738819403,0.7052209458613152,0.41673283575512343,0.3571020333327228,0.6383767460546245,0.8231742835744593,-0.7405336565245055,0.449233716543687,0.3938134505150156,0.7519373186299796,0.8155945188262866,-0.49460804428599986,-0.4133465272915437,0.7251259426758416,0.23592368704290217,0.43274216582706954,0.7225345934323274,0.8000582233346741,0.7053149280797338,0.8814394475509301,0.8537863970144741,-0.722798060407852,0.6615410733435887,0.7806390611434764,0.434373056768922,0.7989400013606387,-0.47824844326490507,-0.2863728885663278,-0.32708031145806077,0.7210963375532201,0.592501706825585,0.48659863678387183,0.7785399358412207,0.6577491399180546,0.8307001832913511,-0.6125922423970882,-0.24074320273872596,0.6601314643207324,0.5636685051583475,-0.5725581344194596,-0.3072306300559927,0.8100691179959492,0.8976143243057245,0.6339107750803707,0.8182555744835254,-0.21648117626167415,0.6397076859433836,0.7112619228698508,0.788877195784415,0.6969531344750626,0.9138744242372125,0.3933694142923904,0.5402384664416587,0.5647456290077865,-0.36996259037484536,0.7882640173991087,0.7139493631889663,0.4211452249297976
BAJAJHLDNG.NS,0.6655856734691793,,0.38021947074795287,0.6015828342221854,0.5298680741742291,-0.8140878392739667,0.2986942380828634,-0.570337618218779,0.849294463552181,0.8067781669749714,0.7964269905610823,-0.5135819188017239,0.6860956787452815,0.6412753950854178,0.8733172953410692,-0.6698736139301051,-0.7862399566348568,0.5881983822326357,0.8668602170757052,0.8600399916435453,0.9101907665598579,0.45786493156983615,-0.34104725187758633,-0.8945024348254289,0.26233708483488266,-0.6072889893351346,0.24423034467233176,0.42812590996425237,-0.5730829218625825,0.8805468295324161,0.21152074069565047,-0.3960342348816076,-0.756931060718672,-0.4669589048345662,-0.7305790843197286,-0.3835819585277516,0.5772023804086585,-0.5563108599087354,0.5812750363966723,-0.8461648008470092,0.3794491681953041,0.49866594219190646,-0.8194942962342191,-0.33304203980463226,-0.685577137327705,-0.43116238463353007,-0.5232422052467156,0.8751472732568828,-0.8775947276345171,0.6362055783987627,-0.7030932393907742,0.5464805943020457,0.8491705226791113,-0.418882478687591,-0.7829943786071133,0.18721166704178582,-0.2004520217985327,-0.5243659875574631,-0.32643507034075286,0.8190816413023988,0.2532259991878551,0.609182631021717,0.8655824070641498,-0.9225762726570398,0.6287718985416192,0.9323607964637913,-0.6211090611644903,0.39304616100515044,-0.8276452598324411,-0.7527373718202848,-0.7174461225143759,-0.3582379683305092,-0.3709523144620719,-0.6111235305422604,0.9172497619548358,-0.418779624691716,0.8348556793107225,-0.919209774222135,-0.7218250734096423,0.6317685427827868,0.7241120672574218,-0.8869706405945524,-0.7248598511256096,0.513885254077704,0.63769107792758,-0.47086636527646525,0.5222456324273725,-0.5568924079209472,-0.3135194942233141,0.39300313039652535,0.25570254595715247,0.8343844317065844,0.7923751006609975,-0.5138111786384651,-0.4827069545865282,0.46351516194609427,-0.7859508829105449,0.7597787772032026,-0.30850283281826407,-0.34559494703709237
CHOLAFIN.NS,0.7686505574738921,0.38021947074795287,,0.6099393699159689,0.4175208593681711,0.2081347255648442,0.7747649145515865,0.5812476770527095,0.43999102044279875,0.5972965992465286,0.5736785685785987,0.5779993129549593,0.6790413625609538,0.7426290262880489,0.5122722265155759,0.2820781391329452,0.3750765722571309,0.8401638646278359,0.6351131872371054,0.5307262012550767,0.20312704888866548,0.6499403671303536,-0.16374057697973787,-0.27065859983869617,0.2561175824639737,0.5379805090697014,0.6949900213606449,0.5703396962025377,0.39596257572475657,0.5761693645099597,0.8191131878690582,0.7028981054148655,0.22114508361037308,0.6181076006107193,0.2964851000612189,0.345099395763447,0.44159671785726246,0.619144639116592,0.7076735786991979,0.2535359555373265,0.7978124229136984,0.7524244426212073,-0.23951816208034313,0.6026200461134592,0.6275512910476095,0.31276906630390794,0.6491150639492699,0.5785460977700297,-0.5310571753494503,0.4321244033041221,0.6063993476826842,0.6797437994996921,0.45646022744131404,0.4428982637203741,0.4356212196821387,0.73593932197012,-0.0796716950431823,0.4644628832615537,0.5882570535746324,0.4712959802020282,0.7057111218162648,0.7563659106593357,0.6530920325935393,-0.45644818174278146,0.617482711644738,0.5377601305005066,0.514759942890449,0.698510352839472,0.5011253444239858,-0.07858725850179867,0.4570506037319616,0.7851692217858842,0.6308253267285854,0.62763800880545,0.4975491416740302,0.6237287908373139,0.5774248561869393,0.26647537924110626,0.26548330318224406,0.6858377949038108,0.5598799877068977,-0.27585643657616093,0.3223264395238982,0.7910765583670017,0.8073599680622388,0.7136995010705273,0.8528601357304949,-0.16026766657617814,0.5316572740741538,0.6288465702103925,0.8046619901271458,0.6331580450427017,0.730739126935932,0.4677222034103412,0.5996592220556279,0.5757332396780066,0.5219684127240798,0.6873182247328913,0.81396261801024,0.3710309060419812
BAJAJFINSV.NS,0.6467472975241044,0.6015828342221854,0.6099393699159689,,0.6952447963413565,-0.35997118314952214,0.38619097624023085,-0.13923806626856525,0.38310431045227034,0.6503698075592409,0.48132119450568955,-0.1669681889727987,0.6071996988683153,0.6829840479113582,0.48755678486128323,-0.2790991888814393,-0.4209975136572641,0.5285439877595366,0.6569908465810957,0.4871818266080337,0.4023922134974528,0.2728129794620523,0.3527383789092692,-0.5372842943274279,-0.26526284047698717,-0.1786339318890402,0.5890400195909307,0.6299667645744679,-0.3371650701779085,0.6246341838353396,0.43788589997423377,-0.34206179082167626,-0.2881916518432514,-0.24755222884680736,-0.2596596461595755,-0.39014851860088245,0.6647649363857712,-0.21040635721328327,0.5494828986857052,-0.4755045405240265,0.5402532415924152,0.5587466196177976,-0.6730633319386663,0.21359607401819447,-0.37101928195653155,-0.3967518182086008,-0.19392201399032055,0.553480395061597,-0.583882059468,0.6398056794895126,-0.30383305469499283,0.3902747000634886,0.46527077082056006,0.2712361772245388,-0.4347188140015172,0.35692139572864434,-0.30991711002403255,0.14080072194970855,0.26821699146873956,0.5020398987622189,0.2638017257540191,0.5187430299609552,0.6565355577384968,-0.5765261292428296,0.23931902607317745,0.4967816742562831,-0.3448462226650946,0.5322502955550359,-0.4642640144380191,-0.48258264648515004,-0.3591876221475664,0.3606683010977762,0.37617398575801775,-0.4429904397360248,0.5354331231168064,0.2163516261952459,0.5754047135084018,-0.4345110323357843,-0.14636136979431147,0.3338182923445778,0.3706915911829936,-0.5212701469737073,-0.3097960127144649,0.3675488291166044,0.6350877853388783,0.1587939307023186,0.3229492074061979,-0.24721435700076277,0.3589647482694259,0.19019169663880028,0.6120776797469076,0.39677157549180553,0.5535484642333772,-0.21012461418110412,-0.078873508531634,0.12150122278781277,-0.3699942745430528,0.4427823006635635,0.28793743411089195,-0.2657467909040872
BAJFINANCE.NS,0.2322299377839293,0.5298680741742291,0.4175208593681711,0.6952447963413565,,-0.48594300861970446,-0.3547217126557453,-0.4284803730618076,0.3178525865742945,0.24868182565012228,0.13104789632796673,-0.5638461656956268,0.42813712958660355,0.16219072961197883,0.31754282762306096,-0.4550246449197635,-0.450899989838116,0.37195970267867434,0.5038951696836133,0.3260106035909161,0.4760003267650614,-0.31601422813564123,-0.4353028706068138,-0.5188488167973747,0.5181643081698722,-0.5111339155085735,-0.10823750388030721,0.18953385039623763,-0.30698002480598313,0.32774137387722174,-0.2723205290160658,-0.2545191761308603,-0.5194565234291592,-0.18966465580836225,-0.49677642054105253,-0.28773806144778447,0.2424660045414147,-0.2142648529871691,-0.12356515247998505,-0.6260107039084981,0.11740087457011986,0.17886945518070785,-0.6067215466328892,-0.31470515086586687,-0.36662541290165596,-0.46684719287365645,-0.3239052065901228,0.27962673323381443,-0.4133539400398704,0.7409430182036894,-0.36846005035972923,-0.3359060856897044,0.3165611827734748,0.4322489329477639,-0.4746727858579145,-0.42727002726036273,-0.5741937482339664,-0.5143403437966024,-0.39671680532836595,0.25138612739290483,-0.4202312420648488,0.09926878322566095,0.2905830205545384,-0.435210836611125,0.07619519019735682,0.3167442725000041,-0.5119706476549946,-0.06235287866495935,-0.40823367051503506,-0.7046488545460073,-0.4545820230678628,-0.17516205363156026,-0.294086844380211,-0.34381823120170923,0.39540411031050526,-0.39650786137805133,0.2369482350348451,-0.49154511923169003,-0.5449028032257252,0.29030582076057165,0.4604813140627121,-0.4969752491732806,-0.48633746707833225,0.2504045325996313,0.26597100025336945,-0.44581015804762253,-0.2161300925302505,-0.5287898119633696,-0.43388374143295577,-0.37619598399216314,-0.2713416568184098,0.3810498023657065,0.17868122972962316,-0.6514394273751214,-0.3419146073392208,-0.22902209170482146,-0.4745937879209778,0.3562982615226088,-0.22460152373158226,-0.4308344293947748
INDUSINDBK.NS,-0.5271467062270171,-0.8140878392739667,0.2081347255648442,-0.35997118314952214,-0.48594300861970446,,0.4698800922984893,0.819244026255465,-0.8088121696684358,-0.7425083156689692,-0.7276791138863383,0.6360088154108875,-0.6543539161110717,-0.37062651328028573,-0.825678936028872,0.9204757777654439,0.9048908172761005,-0.3574461566097549,-0.7728476581637316,-0.8050859794529074,-0.8616788304399801,0.37768990935810814,0.5348193604389039,0.8987296735443535,-0.32848019451269844,0.8163716582227426,0.3407759190999766,-0.16508059256636845,0.8687507429253128,-0.6872787010177309,0.501917346163692,0.510946721441188,0.9226822307569649,0.3985127576831732,0.9074870150443765,0.06312621604300589,-0.29334085556039585,0.5122259920572401,-0.39793618086588395,0.8290179232924827,0.3146274512869819,-0.3524815200641811,0.678461834357122,0.3647746168652951,0.8052687177610472,0.40260828149390776,0.7115327288051159,-0.7640237620610492,0.7615809903908942,-0.4673201476274777,0.7566301216824131,-0.6383280146868568,-0.811346623895095,0.5793271890444905,0.8166934629569171,0.6323858101625285,0.19072830375676506,0.8563776179492244,0.4533207427690127,-0.7982757739993273,0.4964353406797237,-0.4603473742243579,-0.6642065900671132,0.8472563042509558,-0.382224298048227,-0.8297857314807836,0.7011341742348101,0.18458926136899148,0.7602659130724008,0.7965958550412652,0.8741909252005619,0.506526481655205,0.6004214648305491,0.5515179469705547,-0.8954573342068972,0.667553967524065,-0.6957721494315631,0.8641232706523856,0.9445088251443788,-0.5426017285670451,-0.5658691163907467,0.8147321007871857,0.9119285185289896,-0.3415140436656789,-0.3472710710774164,0.6674445319218621,0.30029654174502496,0.648734049316623,0.6566051547889101,0.5040212908744522,0.40521901768297175,-0.6877505019216646,-0.7129072962921629,0.7514187932219801,0.6062718816119775,-0.3730835916774581,0.7730509065925368,-0.5080170477482993,0.45855765876254245,0.30712868832710727
HINDALCO.NS,0.6443681504363162,0.2986942380828634,0.7747649145515865,0.38619097624023085,-0.3547217126557453,0.4698800922984893,,0.6701410877257867,0.5695364107247621,0.44192501258468636,0.5605057922753683,0.702459942124248,0.7294202147955597,0.5427441511766422,0.5157359673324758,0.44071857267459796,0.46382269589279107,0.7369849796680239,0.5173700465714811,0.5910031026091993,-0.4718833993662319,0.7437630632188992,-0.36542663032071027,-0.22490259288072736,-0.12555780395245852,0.6041237716009572,0.5696551662453239,0.42764564262107924,0.5246725076666273,0.4879415784109413,0.6966448614088497,0.49543709806278785,0.4299117063278915,0.7481706565576013,0.466668912506034,0.3954444088884034,0.37018103569369887,0.7909883640650597,0.5997809564995493,0.5065038579337837,0.6264389412373645,0.49580695690478,0.104415671183172,0.6665037768306207,0.7579394457411599,0.627824765994414,0.6956063223272946,0.5651919844837587,-0.429699710184767,0.12874796309610725,0.6178051324704044,0.7414455412827851,0.4190820319361155,0.5935473733266837,0.4790430827791892,0.7430986394662952,0.159699010336062,0.7107465094538957,0.6213727877466885,0.4384242942713026,0.7615248387947038,0.6086038719765475,0.5479621815401495,-0.38895298479805945,0.718236541043182,0.5422061389340657,0.46311032007624203,0.5356916139227418,0.49824107029589715,0.4056365702574527,0.5610723395794778,0.6607133099186696,0.5318060727059739,0.4838395032710356,0.5106435761901756,0.7239460021260762,0.5129944641543388,0.42359053747553144,0.5667734471081475,0.815390964758568,0.4902561661253919,0.24669581750454067,0.5286675303632786,0.7693977141932842,0.6050067170175716,0.7592046593613689,0.8106824282936373,0.12111533874204422,0.6229416795014947,0.7496845021442746,0.7537289216278344,0.6473623105560009,0.6620028961254573,0.732317623408582,0.8226496684783349,0.8200768415271912,0.5333352467921199,0.5875709797551173,0.823590264738015,0.5669225289899972
COALINDIA.NS,0.5475233010947331,-0.570337618218779,0.5812476770527095,-0.13923806626856525,-0.4284803730618076,0.819244026255465,0.6701410877257867,,-0.43846728426209736,-0.5054734738653571,-0.378387938266401,0.7856912274426376,-0.22273809907151576,0.5656697409477798,-0.4790356346724642,0.7958757453074734,0.9004136024725314,0.35041842330252376,-0.3827104158591756,-0.41883010530140075,-0.6966220990209436,0.7419789140176924,0.2862129733889261,0.6951276575791405,-0.3535581284037595,0.9431582333483007,0.7453461303944907,0.4678438796800209,0.820233418995715,-0.4350664624623518,0.8120500301857312,0.8045320351816174,0.8055007627704279,0.5974220646916502,0.820009133971578,0.26579452766041856,0.3722002834077361,0.5957491291960834,0.663789702405441,0.7391726531989616,0.7635115722461305,0.5959379356909852,0.49094359708825064,0.6766166888734081,0.9118139565746312,0.5128788915358862,0.9050761689598543,-0.4271607139110694,0.5047454051452102,-0.2542410176569579,0.8543262422905936,0.5992787201292445,-0.68584471330016,0.6811849539168604,0.8966278917444132,0.8869994387095917,0.3276345792507408,0.9136993253245282,0.7346049328283375,-0.5605179888631685,0.8021282469543978,0.6889560703154283,-0.3299332782282606,0.6648347035752545,0.32691116281348853,-0.534521176574633,0.8759309037614103,0.7095148124169159,0.8841831041251809,0.6623017017421823,0.8983925058819999,0.8061746992066836,0.8573759366847148,0.7617463859946851,-0.5883997735002244,0.8842176171132077,-0.4233930199661568,0.819777437498562,0.8490022042008696,0.2418040438171139,-0.18035808826778243,0.6924286737675422,0.8814593738006559,0.5830199627241675,0.5122181986972115,0.8705015129065373,0.7605612792746322,0.5797954784308247,0.8821330269199448,0.8402842924128394,0.7847710255378733,-0.2666534280080196,0.40878475966766326,0.7809260418666443,0.7248032368329889,0.5664595581201327,0.8696366740884628,0.19360220042044218,0.7467470145944702,0.5361990912824454
HDFCBANK.NS,0.7362505922084847,0.849294463552181,0.43999102044279875,0.38310431045227034,0.3178525865742945,-0.8088121696684358,0.5695364107247621,-0.43846728426209736,,0.7418777240214628,0.8364297055431021,0.25985930321111456,0.8117380725329387,0.5561048848158928,0.9105465328093157,-0.658172295515087,-0.6552112412978872,0.6330198336044697,0.8384437304635501,0.9281245828393122,0.8006162829494643,0.5542597781868708,-0.454646835982029,-0.7660810153803113,0.29962780359503166,-0.44496745088724676,0.304785105022283,0.4657865961288586,-0.5819459754363167,0.8385142506153398,0.39729975614440843,-0.14480598330036026,-0.6878344569629297,0.3881782514153846,-0.6316095799136996,0.35685648714053997,0.5061592637602632,-0.3329787640437406,0.6006506338731047,-0.7790733845206225,0.44273530830726077,0.5365734064024995,-0.64691150485458,0.42973856529597726,-0.5805911896158477,0.34259785329698966,-0.32174912002008704,0.8372833469173572,-0.819836958372413,0.44114227584029625,-0.5432174603750147,0.6295014285352262,0.8287188520003289,-0.5601229796747665,-0.5878975236320093,0.4343780829649402,0.18094564686181197,-0.4900090179345325,0.37720444314761437,0.7927530293584101,0.45869042242823027,0.6283003787034458,0.7811304832183422,-0.815119471106982,0.6970015056762953,0.8846558102326043,-0.36083738836475765,0.4809107096076775,-0.5984514647795086,-0.6241408349115357,-0.5680542253671724,-0.1798790369272466,-0.21897085040999054,-0.2773169144139499,0.8848292536662659,-0.22256702403508616,0.7670918179537182,-0.7875958581186903,-0.6669187672327268,0.7237616951896099,0.6744459976532261,-0.75865126660762,-0.6117681562611545,0.6221440394613595,0.6389774178448236,-0.32028253812120594,0.5999578932170742,-0.514921606103642,-0.19555913508361758,0.49421843495469553,0.42918427560407213,0.8484123968262667,0.7788566360193385,-0.4152202635324058,0.3855614583815218,0.600115499209873,-0.5322838924076592,0.8225670829605641,0.4035567032352997,0.3498710500751378
SUNPHARMA.NS,0.8746643849057649,0.8067781669749714,0.5972965992465286,0.6503698075592409,0.24868182565012228,-0.7425083156689692,0.44192501258468636,-0.5054734738653571,0.7418777240214628,,0.8933169917568519,-0.3708793364968394,0.689492036000125,0.8933038420683351,0.8451330247074034,-0.6113881841101073,-0.7475826992531452,0.6650305774749121,0.8094101894806234,0.806079206739627,0.6993987825962318,0.707718981075055,-0.09234643015831726,-0.8320042257151151,-0.29148181890408104,-0.5544610926596442,0.6766688282502804,0.682476898227918,-0.5799634198115438,0.9292804405586145,0.5619743026337994,-0.5141212420434506,-0.631017570115459,-0.46020732764476674,-0.6291716850845649,-0.44346745531716264,0.8356926746713723,-0.4821983280146553,0.8573728227412962,-0.732301914750263,0.7460601367334291,0.8096392646887641,-0.6290208884986459,0.5728114515651207,-0.6350287547668256,-0.3289137773677181,-0.45713977275869266,0.8999433043911289,-0.8447265587157795,0.5108343124480487,-0.7018028355730198,0.7048661097731937,0.894476598469739,-0.509995845630449,-0.7574703804882897,0.5813359958340252,0.25956156411666137,-0.38061002312091335,0.5689196498764134,0.9146782534798341,0.5523741634719864,0.8728352611927848,0.9285201381579818,-0.8299046702715444,0.6434112459462027,0.861114024310657,-0.5957666161376302,0.7138424056259225,-0.8112138193935863,-0.5282261006531449,-0.6645366139107441,0.4469845771695294,-0.41688984339350327,-0.6555552504933666,0.8465044848923051,0.4876991209800807,0.9210489735784569,-0.826282756777049,-0.5538550067256411,0.569443519850131,0.5391128389727858,-0.7567408397277529,-0.6364646421223285,0.7693140475770134,0.8624489075229025,0.3614533633232387,0.7685431962031614,-0.36159918315064293,0.4352392303165509,0.6681099962523941,0.5863904783527496,0.7208113886615936,0.8976737670773497,-0.2980362573766853,-0.37833165088276427,0.5083968385955643,-0.7393801962491411,0.8360371913278483,0.5037765655942842,0.4350393248884954
